plan_id,plan_date,customer_name,origin_plant,origin_state,destination,destination_state,distance_km,planned_qty_t,min_rake_tonnage,terminal_cost,expected_demurrage,priority_score,rake_available,siding_slots,inventory_t,production_forecast_t,yard_id,product_type,wagon_type,route_via,lead_time_days
PLAN_2024_0363,18/10/2025,Customer_28,Rourkela Steel Plant,Odisha,Tata Steel Jamshedpur,Maharashtra,1098,63,155,16139,7187,0.13,1,1,4089,1893,YARD_5,Iron Ore,BCN,Direct,6
PLAN_2024_0364,28/10/2025,Customer_40,Rourkela Steel Plant,Chhattisgarh,SAIL Burnpur,Gujarat,398,405,191,11755,7768,0.53,0,0,5196,4715,YARD_7,Iron Ore,BCN,Via Bilaspur,4
PLAN_2024_0365,20/10/2025,Customer_33,Rourkela Steel Plant,Gujarat,Jindal Steel Raigarh,Chhattisgarh,551,212,273,11111,3834,0.18,0,0,1578,912,YARD_10,Finished Steel,BRN,Via Nagpur,6
PLAN_2024_0366,20/10/2025,Customer_44,Rourkela Steel Plant,West Bengal,SAIL Burnpur,Chhattisgarh,1339,184,181,15884,5017,0.3,0,0,3897,1826,YARD_10,Coal,BTPN,Via Nagpur,7
PLAN_2024_0367,01/11/2025,Customer_29,Bhilai Steel Plant,Chhattisgarh,RINL Visakhapatnam,Odisha,1363,232,116,19775,4065,0.66,0,0,6180,4990,YARD_1,Coal,BOXN,Direct,3
PLAN_2024_0368,12/11/2025,Customer_20,Rourkela Steel Plant,West Bengal,RINL Visakhapatnam,Gujarat,752,499,209,11501,4253,0.68,1,3,1868,1522,YARD_3,Iron Ore,BCN,Direct,6
PLAN_2024_0369,22/10/2025,Customer_34,Bokaro Steel Plant,Maharashtra,Bhushan Steel Meramandali,Gujarat,419,294,229,12915,5560,0.97,0,0,1053,766,YARD_10,Iron Ore,BTPN,Via Bilaspur,4
PLAN_2024_0370,24/10/2025,Customer_50,Bokaro Steel Plant,Jharkhand,Jindal Steel Raigarh,West Bengal,945,376,157,5997,7433,0.9,1,2,4069,1990,YARD_3,Coal,BRN,Direct,3
PLAN_2024_0371,21/10/2025,Customer_49,Bokaro Steel Plant,Chhattisgarh,RINL Visakhapatnam,Maharashtra,1038,235,201,15159,7635,0.6,1,3,5096,3821,YARD_6,Iron Ore,BCN,Via Tatanagar,7
PLAN_2024_0372,05/11/2025,Customer_38,Rourkela Steel Plant,Andhra Pradesh,Essar Steel Hazira,Odisha,1456,305,194,16827,3209,0.85,1,2,3607,1072,YARD_4,Finished Steel,BCN,Direct,6
PLAN_2024_0373,19/10/2025,Customer_20,Rourkela Steel Plant,Jharkhand,Tata Steel Jamshedpur,West Bengal,1135,258,196,6961,7003,0.44,1,2,7511,1190,YARD_10,Limestone,BTPN,Via Nagpur,2
PLAN_2024_0374,08/11/2025,Customer_45,Rourkela Steel Plant,Andhra Pradesh,SAIL Burnpur,Maharashtra,1134,56,261,14608,7785,0.38,0,0,3716,3783,YARD_10,Limestone,BOXN,Via Nagpur,2
PLAN_2024_0375,06/11/2025,Customer_4,Rourkela Steel Plant,Odisha,Essar Steel Hazira,Jharkhand,1453,85,170,16698,5293,0.31,0,0,8298,3820,YARD_7,Coal,BRN,Via Bilaspur,9
PLAN_2024_0376,25/10/2025,Customer_24,Durgapur Steel Plant,West Bengal,Tata Steel Jamshedpur,Jharkhand,415,219,238,6412,5583,0.47,1,5,8372,3500,YARD_4,Finished Steel,BRN,Via Nagpur,6
PLAN_2024_0377,14/11/2025,Customer_2,Bokaro Steel Plant,Maharashtra,Jindal Steel Raigarh,Gujarat,1319,334,121,8141,3899,0.92,0,0,8883,1680,YARD_1,Coal,BTPN,Via Bilaspur,9
PLAN_2024_0378,18/10/2025,Customer_34,Bokaro Steel Plant,Odisha,SAIL Burnpur,Gujarat,515,138,106,14420,2484,0.21,0,0,1673,3443,YARD_1,Limestone,BTPN,Via Nagpur,3
PLAN_2024_0379,11/11/2025,Customer_33,Bhilai Steel Plant,West Bengal,Tata Steel Jamshedpur,Maharashtra,587,148,188,5345,5674,0.99,0,0,3772,2946,YARD_1,Finished Steel,BCN,Direct,5
PLAN_2024_0380,16/10/2025,Customer_2,Bokaro Steel Plant,West Bengal,SAIL Burnpur,Andhra Pradesh,873,186,234,11128,2812,0.11,1,1,3115,1392,YARD_9,Finished Steel,BRN,Direct,9
PLAN_2024_0381,16/10/2025,Customer_25,Bokaro Steel Plant,Odisha,Jindal Steel Raigarh,Andhra Pradesh,209,376,101,12492,1148,0.68,0,0,5538,3174,YARD_6,Coal,BTPN,Direct,3
PLAN_2024_0382,10/11/2025,Customer_22,Bokaro Steel Plant,Chhattisgarh,Bhushan Steel Meramandali,Odisha,326,256,170,11186,5730,0.93,0,0,8235,2625,YARD_10,Iron Ore,BCN,Direct,6
PLAN_2024_0383,14/11/2025,Customer_7,Bokaro Steel Plant,Jharkhand,SAIL Burnpur,West Bengal,216,420,169,13384,1135,0.71,1,3,2452,3800,YARD_2,Iron Ore,BRN,Via Bilaspur,3
PLAN_2024_0384,17/10/2025,Customer_37,Rourkela Steel Plant,Jharkhand,RINL Visakhapatnam,Andhra Pradesh,728,484,250,17862,6763,0.29,0,0,5675,1321,YARD_2,Limestone,BCN,Direct,4
PLAN_2024_0385,29/10/2025,Customer_35,Rourkela Steel Plant,Odisha,SAIL Burnpur,Andhra Pradesh,792,440,132,9873,1772,0.38,1,2,7490,4126,YARD_5,Coal,BOXN,Via Tatanagar,9
PLAN_2024_0386,24/10/2025,Customer_32,Rourkela Steel Plant,Gujarat,RINL Visakhapatnam,Odisha,1158,134,293,13213,2463,0.62,0,0,1248,1405,YARD_5,Coal,BOXN,Via Bilaspur,5
PLAN_2024_0387,25/10/2025,Customer_5,Rourkela Steel Plant,Gujarat,SAIL Burnpur,Chhattisgarh,288,60,236,9459,1220,0.18,1,1,6091,4435,YARD_9,Limestone,BTPN,Direct,6
PLAN_2024_0388,11/11/2025,Customer_1,Durgapur Steel Plant,Gujarat,Essar Steel Hazira,Odisha,813,315,234,8725,7529,0.79,1,2,5476,1402,YARD_6,Limestone,BRN,Direct,8
PLAN_2024_0389,21/10/2025,Customer_18,Durgapur Steel Plant,Jharkhand,Tata Steel Jamshedpur,Maharashtra,1426,246,112,17780,6393,0.89,1,2,9902,4616,YARD_1,Finished Steel,BTPN,Via Bilaspur,7
PLAN_2024_0390,21/10/2025,Customer_26,Durgapur Steel Plant,Jharkhand,SAIL Burnpur,Gujarat,1046,286,144,18615,1822,0.18,0,0,4315,2229,YARD_3,Coal,BCN,Via Nagpur,8
PLAN_2024_0391,03/11/2025,Customer_20,Bhilai Steel Plant,Maharashtra,Bhushan Steel Meramandali,Odisha,643,341,224,7269,3153,0.53,0,0,8202,3132,YARD_5,Iron Ore,BTPN,Via Tatanagar,9
PLAN_2024_0392,08/11/2025,Customer_7,Bhilai Steel Plant,Maharashtra,Essar Steel Hazira,Andhra Pradesh,1194,441,285,5427,6433,0.37,0,0,2652,1549,YARD_1,Iron Ore,BTPN,Via Bilaspur,4
PLAN_2024_0393,30/10/2025,Customer_15,Durgapur Steel Plant,Maharashtra,JSW Steel Dolvi,West Bengal,655,420,243,19845,1877,0.42,1,4,9267,4997,YARD_6,Coal,BRN,Via Nagpur,7
PLAN_2024_0394,25/10/2025,Customer_28,Rourkela Steel Plant,Maharashtra,SAIL Burnpur,Andhra Pradesh,643,479,259,19294,3063,0.66,1,2,5361,3780,YARD_4,Finished Steel,BOXN,Via Tatanagar,6
PLAN_2024_0395,10/11/2025,Customer_38,Durgapur Steel Plant,Jharkhand,Essar Steel Hazira,Chhattisgarh,388,257,225,19737,1617,0.43,0,0,4318,1865,YARD_8,Finished Steel,BTPN,Direct,2
PLAN_2024_0396,26/10/2025,Customer_7,Bhilai Steel Plant,Maharashtra,Bhushan Steel Meramandali,Andhra Pradesh,512,449,137,7482,3902,0.11,0,0,9016,2671,YARD_10,Limestone,BRN,Via Nagpur,10
PLAN_2024_0397,20/10/2025,Customer_13,Bhilai Steel Plant,Andhra Pradesh,JSW Steel Dolvi,Odisha,1178,273,216,19629,2141,0.97,0,0,6976,951,YARD_6,Limestone,BRN,Via Bilaspur,10
PLAN_2024_0398,26/10/2025,Customer_42,Durgapur Steel Plant,Maharashtra,Bhushan Steel Meramandali,Gujarat,227,462,110,5487,3491,0.94,0,0,2899,1523,YARD_3,Finished Steel,BOXN,Direct,3
PLAN_2024_0399,12/11/2025,Customer_9,Bokaro Steel Plant,Maharashtra,JSW Steel Dolvi,Chhattisgarh,660,326,171,8409,1101,0.83,0,0,4555,4251,YARD_8,Limestone,BRN,Via Tatanagar,7
PLAN_2024_0400,22/10/2025,Customer_17,Durgapur Steel Plant,Maharashtra,Jindal Steel Raigarh,Andhra Pradesh,996,178,279,8474,7788,0.76,1,1,1873,3858,YARD_4,Coal,BRN,Via Bilaspur,6
PLAN_2024_0401,08/11/2025,Customer_39,Rourkela Steel Plant,Gujarat,JSW Steel Dolvi,West Bengal,1251,92,190,16009,1108,0.75,0,0,6726,1505,YARD_10,Finished Steel,BCN,Direct,6
PLAN_2024_0402,25/10/2025,Customer_44,Bokaro Steel Plant,Gujarat,SAIL Burnpur,Maharashtra,609,378,140,19312,6056,0.62,1,4,6997,2869,YARD_10,Iron Ore,BOXN,Via Tatanagar,8
PLAN_2024_0403,10/11/2025,Customer_2,Durgapur Steel Plant,Odisha,Essar Steel Hazira,West Bengal,605,311,139,9972,7486,0.7,0,0,2564,525,YARD_9,Iron Ore,BOXN,Via Nagpur,6
PLAN_2024_0404,01/11/2025,Customer_10,Rourkela Steel Plant,West Bengal,Essar Steel Hazira,Odisha,403,154,214,15238,2219,0.77,0,0,3991,3613,YARD_6,Limestone,BTPN,Direct,7
PLAN_2024_0405,30/10/2025,Customer_15,Durgapur Steel Plant,Gujarat,RINL Visakhapatnam,Andhra Pradesh,328,211,235,18256,2287,0.63,1,4,3177,3238,YARD_3,Finished Steel,BOXN,Via Nagpur,6
PLAN_2024_0406,10/11/2025,Customer_13,Bokaro Steel Plant,Chhattisgarh,Bhushan Steel Meramandali,Andhra Pradesh,1458,413,121,17944,2091,0.36,0,0,1643,3418,YARD_9,Finished Steel,BOXN,Direct,8
PLAN_2024_0407,18/10/2025,Customer_12,Durgapur Steel Plant,Odisha,SAIL Burnpur,Andhra Pradesh,908,273,289,5654,5208,0.41,1,4,3849,3510,YARD_2,Limestone,BRN,Direct,3
PLAN_2024_0408,29/10/2025,Customer_22,Bokaro Steel Plant,Maharashtra,Jindal Steel Raigarh,Odisha,1243,335,187,12838,7463,0.89,0,0,3124,897,YARD_8,Limestone,BCN,Via Bilaspur,5
PLAN_2024_0409,26/10/2025,Customer_26,Bokaro Steel Plant,Jharkhand,Tata Steel Jamshedpur,Maharashtra,301,68,280,18816,7444,0.73,1,2,4462,2654,YARD_6,Iron Ore,BTPN,Via Tatanagar,6
PLAN_2024_0410,02/11/2025,Customer_49,Bhilai Steel Plant,Andhra Pradesh,Bhushan Steel Meramandali,West Bengal,651,154,143,15016,6335,0.77,0,0,5484,1401,YARD_7,Limestone,BCN,Direct,6
PLAN_2024_0411,24/10/2025,Customer_40,Durgapur Steel Plant,West Bengal,Bhushan Steel Meramandali,Chhattisgarh,1488,50,245,6687,4559,0.29,1,3,2685,2627,YARD_9,Coal,BCN,Via Tatanagar,6
PLAN_2024_0412,10/11/2025,Customer_24,Rourkela Steel Plant,Odisha,Essar Steel Hazira,Gujarat,489,294,229,10827,6194,0.6,1,3,4449,4368,YARD_2,Iron Ore,BTPN,Direct,9
PLAN_2024_0413,02/11/2025,Customer_37,Durgapur Steel Plant,Gujarat,Essar Steel Hazira,Chhattisgarh,303,275,254,7686,3038,0.75,0,0,7209,3134,YARD_6,Iron Ore,BRN,Direct,8
PLAN_2024_0414,09/11/2025,Customer_14,Rourkela Steel Plant,West Bengal,Jindal Steel Raigarh,Odisha,1485,430,299,7845,5497,0.59,1,2,7155,2844,YARD_6,Coal,BTPN,Direct,4
PLAN_2024_0415,04/11/2025,Customer_4,Bokaro Steel Plant,Chhattisgarh,Bhushan Steel Meramandali,Odisha,688,164,187,11734,6339,0.48,0,0,4257,3982,YARD_1,Limestone,BTPN,Direct,3
PLAN_2024_0416,13/11/2025,Customer_35,Bokaro Steel Plant,Chhattisgarh,SAIL Burnpur,Andhra Pradesh,401,425,208,5315,5413,0.55,1,1,2221,658,YARD_8,Iron Ore,BCN,Via Bilaspur,7
PLAN_2024_0417,29/10/2025,Customer_42,Bokaro Steel Plant,Gujarat,Essar Steel Hazira,Jharkhand,1220,189,286,15490,6352,0.34,0,0,7050,4920,YARD_2,Iron Ore,BCN,Via Nagpur,10
PLAN_2024_0418,28/10/2025,Customer_23,Bhilai Steel Plant,Andhra Pradesh,JSW Steel Dolvi,Chhattisgarh,897,214,150,19092,6801,0.56,1,5,6226,4799,YARD_9,Finished Steel,BRN,Via Nagpur,8
PLAN_2024_0419,30/10/2025,Customer_33,Bhilai Steel Plant,Andhra Pradesh,Essar Steel Hazira,Odisha,432,287,178,7461,6107,0.47,0,0,3701,4878,YARD_4,Iron Ore,BCN,Via Bilaspur,9
PLAN_2024_0420,04/11/2025,Customer_22,Bokaro Steel Plant,Andhra Pradesh,Jindal Steel Raigarh,Maharashtra,1017,217,158,7459,2763,0.91,0,0,9126,3504,YARD_10,Finished Steel,BCN,Via Bilaspur,4
PLAN_2024_0421,24/10/2025,Customer_12,Bokaro Steel Plant,Gujarat,JSW Steel Dolvi,Odisha,1109,123,244,5110,4131,0.26,1,5,1960,2960,YARD_10,Finished Steel,BOXN,Via Tatanagar,3
PLAN_2024_0422,30/10/2025,Customer_24,Durgapur Steel Plant,Maharashtra,Tata Steel Jamshedpur,Chhattisgarh,351,487,213,6165,6683,0.41,0,0,6108,950,YARD_1,Iron Ore,BCN,Via Tatanagar,6
PLAN_2024_0423,08/11/2025,Customer_30,Bhilai Steel Plant,Gujarat,RINL Visakhapatnam,Jharkhand,260,185,223,15000,7011,0.76,0,0,7456,2632,YARD_5,Coal,BTPN,Direct,9
PLAN_2024_0424,31/10/2025,Customer_24,Bokaro Steel Plant,Gujarat,Jindal Steel Raigarh,Chhattisgarh,1433,170,251,19318,3817,0.4,0,0,8647,1144,YARD_8,Limestone,BTPN,Via Nagpur,2
PLAN_2024_0425,31/10/2025,Customer_25,Rourkela Steel Plant,Odisha,RINL Visakhapatnam,Jharkhand,413,474,182,12064,2843,0.17,0,0,4013,2570,YARD_9,Limestone,BRN,Via Nagpur,4
PLAN_2024_0426,31/10/2025,Customer_2,Bhilai Steel Plant,Odisha,RINL Visakhapatnam,Chhattisgarh,720,64,136,13645,2749,0.52,1,1,2033,4048,YARD_5,Finished Steel,BRN,Direct,10
PLAN_2024_0427,23/10/2025,Customer_14,Durgapur Steel Plant,Andhra Pradesh,JSW Steel Dolvi,Gujarat,553,307,159,16494,2102,0.48,0,0,3863,1875,YARD_6,Limestone,BCN,Via Tatanagar,7
PLAN_2024_0428,25/10/2025,Customer_50,Durgapur Steel Plant,West Bengal,Essar Steel Hazira,Chhattisgarh,924,280,259,15778,7754,0.71,0,0,4936,2771,YARD_5,Coal,BRN,Direct,6
PLAN_2024_0429,05/11/2025,Customer_18,Bokaro Steel Plant,Gujarat,Essar Steel Hazira,Maharashtra,1082,290,114,12280,1507,0.55,0,0,8645,3444,YARD_7,Iron Ore,BRN,Via Tatanagar,5
PLAN_2024_0430,19/10/2025,Customer_17,Rourkela Steel Plant,Gujarat,RINL Visakhapatnam,Jharkhand,449,449,239,5199,5005,0.79,0,0,8934,1675,YARD_5,Finished Steel,BTPN,Via Nagpur,2
PLAN_2024_0431,10/11/2025,Customer_20,Rourkela Steel Plant,Gujarat,JSW Steel Dolvi,Maharashtra,764,183,230,5473,4367,0.41,1,5,4878,4280,YARD_6,Limestone,BRN,Direct,6
PLAN_2024_0432,24/10/2025,Customer_7,Bokaro Steel Plant,Maharashtra,Tata Steel Jamshedpur,Odisha,863,185,180,7084,1226,0.66,1,4,8526,1138,YARD_2,Finished Steel,BCN,Via Bilaspur,2
PLAN_2024_0433,02/11/2025,Customer_31,Durgapur Steel Plant,Chhattisgarh,Tata Steel Jamshedpur,Odisha,1435,453,299,17286,6668,0.74,1,4,1648,3297,YARD_4,Limestone,BTPN,Via Nagpur,10
PLAN_2024_0434,31/10/2025,Customer_12,Rourkela Steel Plant,Andhra Pradesh,RINL Visakhapatnam,Maharashtra,1464,170,253,18826,6111,0.52,1,4,8316,3251,YARD_5,Iron Ore,BOXN,Via Nagpur,2
PLAN_2024_0435,12/11/2025,Customer_35,Bhilai Steel Plant,Jharkhand,Essar Steel Hazira,Maharashtra,907,202,296,16866,2999,0.85,0,0,9274,2480,YARD_7,Limestone,BOXN,Via Tatanagar,8
PLAN_2024_0436,07/11/2025,Customer_35,Rourkela Steel Plant,West Bengal,Bhushan Steel Meramandali,Chhattisgarh,451,319,112,8633,1252,0.96,1,5,6966,2820,YARD_5,Finished Steel,BCN,Direct,5
PLAN_2024_0437,23/10/2025,Customer_29,Durgapur Steel Plant,Gujarat,Jindal Steel Raigarh,West Bengal,212,488,149,11334,3581,0.56,1,1,5072,4302,YARD_7,Iron Ore,BTPN,Via Tatanagar,8
PLAN_2024_0438,29/10/2025,Customer_49,Durgapur Steel Plant,Jharkhand,Jindal Steel Raigarh,Odisha,675,325,207,7182,4417,0.48,0,0,8183,2884,YARD_3,Finished Steel,BOXN,Via Nagpur,3
PLAN_2024_0439,10/11/2025,Customer_23,Rourkela Steel Plant,Maharashtra,JSW Steel Dolvi,Chhattisgarh,1197,393,126,10811,2024,0.67,0,0,2236,1182,YARD_6,Limestone,BOXN,Via Tatanagar,9
PLAN_2024_0440,05/11/2025,Customer_25,Bokaro Steel Plant,Gujarat,Tata Steel Jamshedpur,Maharashtra,825,330,217,7339,1112,0.27,0,0,8238,1395,YARD_8,Iron Ore,BTPN,Via Nagpur,9
PLAN_2024_0441,06/11/2025,Customer_20,Bhilai Steel Plant,West Bengal,Essar Steel Hazira,Maharashtra,365,271,105,5910,7813,0.8,0,0,7875,2419,YARD_2,Coal,BCN,Via Bilaspur,4
PLAN_2024_0442,25/10/2025,Customer_6,Rourkela Steel Plant,Maharashtra,Jindal Steel Raigarh,Andhra Pradesh,261,193,249,15790,6429,0.87,0,0,1002,949,YARD_2,Finished Steel,BRN,Via Nagpur,2
PLAN_2024_0443,29/10/2025,Customer_46,Bokaro Steel Plant,Chhattisgarh,RINL Visakhapatnam,Maharashtra,1164,366,197,5835,3257,0.5,1,1,2237,3283,YARD_9,Limestone,BOXN,Via Bilaspur,10
PLAN_2024_0444,29/10/2025,Customer_11,Durgapur Steel Plant,Odisha,RINL Visakhapatnam,Gujarat,216,219,172,19752,7123,0.41,1,1,1247,2730,YARD_9,Finished Steel,BTPN,Via Bilaspur,10
PLAN_2024_0445,16/10/2025,Customer_1,Rourkela Steel Plant,Jharkhand,Bhushan Steel Meramandali,Gujarat,439,466,203,10435,4758,0.82,1,5,4385,2772,YARD_2,Iron Ore,BRN,Direct,3
PLAN_2024_0446,31/10/2025,Customer_4,Durgapur Steel Plant,Andhra Pradesh,Tata Steel Jamshedpur,Maharashtra,366,172,166,11925,1588,0.99,1,5,5336,3199,YARD_10,Coal,BRN,Via Nagpur,6
PLAN_2024_0447,13/11/2025,Customer_26,Bokaro Steel Plant,West Bengal,SAIL Burnpur,Andhra Pradesh,1258,209,146,14785,5986,0.92,1,1,6265,2496,YARD_1,Finished Steel,BOXN,Direct,2
PLAN_2024_0448,10/11/2025,Customer_44,Bhilai Steel Plant,West Bengal,Essar Steel Hazira,Gujarat,1151,78,204,13798,3268,0.56,1,2,7583,2538,YARD_5,Coal,BTPN,Via Tatanagar,9
PLAN_2024_0449,25/10/2025,Customer_21,Durgapur Steel Plant,Maharashtra,Bhushan Steel Meramandali,West Bengal,468,308,224,17189,6818,0.94,0,0,2348,2137,YARD_4,Iron Ore,BCN,Via Tatanagar,5
PLAN_2024_0450,25/10/2025,Customer_2,Bokaro Steel Plant,Gujarat,Jindal Steel Raigarh,Chhattisgarh,440,186,112,7518,1779,0.5,0,0,1387,1496,YARD_5,Limestone,BTPN,Via Bilaspur,10
PLAN_2024_0451,13/11/2025,Customer_40,Durgapur Steel Plant,Jharkhand,RINL Visakhapatnam,Andhra Pradesh,747,99,267,7087,5118,0.93,1,2,7605,1559,YARD_4,Coal,BRN,Via Nagpur,4
PLAN_2024_0452,17/10/2025,Customer_38,Bhilai Steel Plant,Odisha,RINL Visakhapatnam,Chhattisgarh,1244,460,269,19869,5560,0.58,0,0,9875,3697,YARD_8,Limestone,BRN,Via Tatanagar,5
PLAN_2024_0453,11/11/2025,Customer_40,Bokaro Steel Plant,Jharkhand,Bhushan Steel Meramandali,Gujarat,630,313,205,18963,4397,0.44,1,1,1160,1060,YARD_8,Finished Steel,BTPN,Via Bilaspur,2
PLAN_2024_0454,26/10/2025,Customer_38,Durgapur Steel Plant,Jharkhand,SAIL Burnpur,Andhra Pradesh,344,423,204,14689,2384,0.22,1,1,9886,2421,YARD_5,Limestone,BRN,Via Nagpur,4
PLAN_2024_0455,04/11/2025,Customer_12,Bokaro Steel Plant,Gujarat,Tata Steel Jamshedpur,Odisha,323,297,134,6023,4131,0.31,0,0,2132,650,YARD_4,Limestone,BCN,Via Nagpur,3
PLAN_2024_0456,03/11/2025,Customer_37,Durgapur Steel Plant,West Bengal,Essar Steel Hazira,Maharashtra,703,307,233,16786,7532,0.42,1,5,1549,4193,YARD_1,Limestone,BTPN,Direct,6
PLAN_2024_0457,07/11/2025,Customer_31,Durgapur Steel Plant,Jharkhand,RINL Visakhapatnam,West Bengal,841,150,268,8677,7048,0.97,0,0,7192,2144,YARD_8,Finished Steel,BRN,Direct,7
PLAN_2024_0458,20/10/2025,Customer_24,Rourkela Steel Plant,Jharkhand,Tata Steel Jamshedpur,Maharashtra,1306,151,267,12137,3629,0.52,1,3,8975,871,YARD_2,Finished Steel,BOXN,Via Bilaspur,4
PLAN_2024_0459,16/10/2025,Customer_49,Durgapur Steel Plant,Maharashtra,Tata Steel Jamshedpur,West Bengal,607,456,213,9149,7317,0.8,1,1,4362,3393,YARD_1,Iron Ore,BTPN,Via Nagpur,4
PLAN_2024_0460,31/10/2025,Customer_25,Rourkela Steel Plant,West Bengal,Bhushan Steel Meramandali,Odisha,1256,259,231,18265,3220,0.2,0,0,9449,2252,YARD_8,Limestone,BCN,Direct,3
PLAN_2024_0461,22/10/2025,Customer_10,Rourkela Steel Plant,West Bengal,Essar Steel Hazira,Maharashtra,1175,467,142,14742,1213,0.84,0,0,2449,1650,YARD_6,Finished Steel,BOXN,Via Nagpur,10
PLAN_2024_0462,09/11/2025,Customer_36,Bhilai Steel Plant,Andhra Pradesh,Jindal Steel Raigarh,Odisha,203,174,249,13330,2606,0.27,0,0,8860,2752,YARD_10,Finished Steel,BOXN,Via Tatanagar,7
PLAN_2024_0463,30/10/2025,Customer_11,Rourkela Steel Plant,Odisha,Jindal Steel Raigarh,West Bengal,491,189,129,10533,2042,0.24,1,1,9921,1962,YARD_5,Coal,BRN,Via Nagpur,9
PLAN_2024_0464,17/10/2025,Customer_34,Bokaro Steel Plant,Odisha,Tata Steel Jamshedpur,Jharkhand,738,137,267,16949,5511,0.44,0,0,9753,776,YARD_9,Finished Steel,BCN,Via Tatanagar,3
PLAN_2024_0465,25/10/2025,Customer_9,Bokaro Steel Plant,Maharashtra,SAIL Burnpur,Andhra Pradesh,1294,487,168,6332,6299,0.66,0,0,3744,542,YARD_4,Iron Ore,BCN,Via Nagpur,3
PLAN_2024_0466,30/10/2025,Customer_6,Bokaro Steel Plant,Jharkhand,JSW Steel Dolvi,Chhattisgarh,724,287,175,11504,1295,0.35,0,0,1665,3460,YARD_4,Finished Steel,BCN,Via Bilaspur,3
PLAN_2024_0467,19/10/2025,Customer_10,Durgapur Steel Plant,Gujarat,RINL Visakhapatnam,West Bengal,401,428,208,14640,5516,0.24,0,0,2049,3617,YARD_7,Coal,BTPN,Via Bilaspur,5
PLAN_2024_0468,16/10/2025,Customer_15,Bokaro Steel Plant,West Bengal,Bhushan Steel Meramandali,Gujarat,642,112,170,19935,2035,0.98,1,1,9112,2406,YARD_9,Finished Steel,BOXN,Via Bilaspur,5
PLAN_2024_0469,01/11/2025,Customer_21,Durgapur Steel Plant,Gujarat,RINL Visakhapatnam,Chhattisgarh,441,91,273,12830,3436,0.5,0,0,9960,2956,YARD_5,Iron Ore,BTPN,Via Tatanagar,8
PLAN_2024_0470,16/10/2025,Customer_39,Bokaro Steel Plant,Chhattisgarh,JSW Steel Dolvi,Andhra Pradesh,575,231,151,6087,1231,0.57,0,0,4055,2699,YARD_8,Iron Ore,BCN,Via Nagpur,4
PLAN_2024_0471,24/10/2025,Customer_18,Durgapur Steel Plant,Odisha,Jindal Steel Raigarh,Andhra Pradesh,792,465,155,11073,4780,0.89,0,0,9955,1847,YARD_4,Limestone,BOXN,Via Nagpur,10
PLAN_2024_0472,26/10/2025,Customer_18,Bokaro Steel Plant,Gujarat,RINL Visakhapatnam,Andhra Pradesh,964,205,256,10299,3710,0.42,0,0,3228,2570,YARD_1,Coal,BTPN,Via Tatanagar,10
PLAN_2024_0473,10/11/2025,Customer_37,Durgapur Steel Plant,Jharkhand,Bhushan Steel Meramandali,Chhattisgarh,856,350,273,10084,5704,0.72,0,0,7156,783,YARD_8,Coal,BTPN,Via Tatanagar,2
PLAN_2024_0474,29/10/2025,Customer_34,Bhilai Steel Plant,Jharkhand,SAIL Burnpur,West Bengal,594,100,172,19300,3909,0.61,1,2,4246,1093,YARD_7,Iron Ore,BRN,Via Nagpur,10
PLAN_2024_0475,28/10/2025,Customer_35,Bokaro Steel Plant,West Bengal,SAIL Burnpur,Gujarat,968,418,154,7065,4794,0.37,0,0,6912,1098,YARD_7,Coal,BOXN,Via Bilaspur,8
PLAN_2024_0476,26/10/2025,Customer_5,Rourkela Steel Plant,Chhattisgarh,Jindal Steel Raigarh,Jharkhand,373,100,155,11760,4828,0.12,1,3,8099,3466,YARD_8,Limestone,BOXN,Direct,7
PLAN_2024_0477,11/11/2025,Customer_35,Durgapur Steel Plant,Chhattisgarh,JSW Steel Dolvi,Maharashtra,221,155,248,19326,4144,0.93,1,1,3428,947,YARD_9,Limestone,BOXN,Via Nagpur,4
PLAN_2024_0478,31/10/2025,Customer_27,Bokaro Steel Plant,Andhra Pradesh,SAIL Burnpur,Gujarat,1049,74,105,11706,5958,0.96,1,5,7100,4135,YARD_5,Iron Ore,BRN,Direct,3
PLAN_2024_0479,01/11/2025,Customer_24,Bokaro Steel Plant,Maharashtra,Bhushan Steel Meramandali,Gujarat,367,474,226,9006,3989,0.39,0,0,2288,1320,YARD_9,Coal,BOXN,Direct,9
PLAN_2024_0480,26/10/2025,Customer_35,Bokaro Steel Plant,Gujarat,Jindal Steel Raigarh,Jharkhand,806,450,100,10027,5662,0.79,1,5,6157,1169,YARD_4,Coal,BTPN,Via Bilaspur,6
PLAN_2024_0481,03/11/2025,Customer_32,Bhilai Steel Plant,West Bengal,Tata Steel Jamshedpur,Odisha,791,368,127,5268,1839,0.24,0,0,8583,2442,YARD_4,Iron Ore,BRN,Via Bilaspur,2
PLAN_2024_0482,12/11/2025,Customer_43,Bokaro Steel Plant,Odisha,Bhushan Steel Meramandali,Maharashtra,1334,157,279,5159,5879,0.99,1,1,6541,3315,YARD_1,Limestone,BCN,Via Bilaspur,4
PLAN_2024_0483,19/10/2025,Customer_40,Durgapur Steel Plant,Chhattisgarh,RINL Visakhapatnam,Maharashtra,692,93,262,12312,3876,0.95,1,3,7797,3245,YARD_1,Iron Ore,BOXN,Via Tatanagar,7
